gene	spl	degree	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	triangles	pagerank	load_centrality	harmonic_centrality
2332	FER	3.94768406277912	3	0.000383	38.333333	7807.07012	0.000148	0	0	8.2e-05	15506.091108	1919.101984
2333	FERMT1	4.63276764067883	1	0.000128	14	0	2.8e-05	0	0	3e-05	0	1620.295238
2334	FERMT2	5.04670154395815	1	0.000128	3	0	2e-06	0	0	4.4e-05	0	1475.581025
2335	FERMT3	5.12606864871762	1	0.000128	9	0	5e-06	0	0	3.7e-05	0	1456.821104
2336	FES	3.85415337501595	11	0.001404	26.272727	6841.983938	0.00012	0.109091	6	0.000176	15223.965719	1982.980556
2337	FEZ1	3.94245246905704	11	0.001404	10.090909	20590.766766	5.6e-05	0	0	0.000211	46094.549945	1926.72381
2338	FEZ2	5.58096210284548	1	0.000128	4	0	0	0	0	4e-05	0	1329.761977
2339	FFAR1	4.73293352047978	1	0.000128	44	0	3e-06	0	0	3e-05	0	1593.30202
2340	FGA	3.99923440091872	13	0.001659	17.076923	24034.867809	5.3e-05	0.153846	12	0.000242	50024.602228	1909.306385
2341	FGB	3.97116243460508	8	0.001021	25	11876.064049	8.1e-05	0.25	7	0.000144	23056.681489	1919.405195
2342	FGF1	4.33303560035728	7	0.000893	11.285714	18696.384362	2.2e-05	0.047619	1	0.000163	39362.318954	1743.558369
2343	FGF12	5.63047084343499	1	0.000128	5	0	0	0	0	4.2e-05	0	1318.040152
2344	FGF13	4.29922164093403	3	0.000383	17.333333	677.518565	1.7e-05	0	0	6.5e-05	1596.947215	1755.225036
2345	FGF18	4.46688783973459	2	0.000255	17	35.873341	1.2e-05	0	0	4.9e-05	70.34475	1682.46829
2346	FGF2	4.87775934668878	2	0.000255	6	213.773986	7e-06	0	0	5.6e-05	607.352412	1535.38456
2347	FGF22	6.25622049253541	1	0.000128	2	0	0	0	0	5.6e-05	0	1181.073135
2348	FGF23	4.37820594615286	3	0.000383	18	340.164262	1.6e-05	0	0	6.5e-05	623.769026	1720.450036
2349	FGF3	4.46267704478755	3	0.000383	14.666667	7769.359771	1.1e-05	0	0	8.7e-05	15479.381159	1687.431421
2350	FGF8	4.69988516013781	2	0.000255	13	185.904179	4e-06	0	0	5.6e-05	545.689921	1597.503644
2351	FGFBP1	5.29450044659946	2	0.000255	4	7537	0	0	0	8.8e-05	15074	1406.668723
2352	FGFR1	3.75194589766492	20	0.002552	18.8	82653.389859	2e-04	0.005263	1	0.000386	167504.909077	2046.863889
2353	FGFR1OP	4.45502105397474	1	0.000128	42	0	6.2e-05	0	0	3e-05	0	1691.389286
2354	FGFR1OP2	4.80719663136404	2	0.000255	9	0	5e-06	1	1	4.9e-05	0	1556.158369
2355	FGFR2	4.55161413806303	6	0.000766	6.5	7263.739088	6e-06	0	0	0.000143	16017.713237	1656.740909
2356	FGFR3	3.60571647314023	23	0.002935	19.173913	99923.422879	0.000378	0.007905	2	0.000384	201207.080438	2133.696032
2357	FGFR4	3.70983794819446	11	0.001404	23.727273	23962.176417	0.000262	0.036364	2	2e-04	49411.469324	2058.812698
2358	FGG	4.13525583769299	5	0.000638	22.4	4725.548742	5.4e-05	0	0	0.000109	11110.694209	1836.144084
2359	FGR	3.5704989154013	21	0.00268	29.857143	26639.404807	0.000533	0.066667	14	0.000291	54986.547414	2156.200794
2360	FH	4.0122495853005	2	0.000255	77.5	4650.915481	0.000254	0	0	5.2e-05	9639.844552	1899.770635
2361	FHIT	4.0431287482455	3	0.000383	25.666667	5151.201863	9e-05	0	0	6.4e-05	10311.313242	1871.913889
2362	FHL1	3.9877504146995	7	0.000893	18.428571	5248.200955	8.6e-05	0.047619	1	0.000122	12365.745493	1906.080952
2363	FHL2	3.4018119178257	26	0.003318	25.384615	100787.773335	0.00061	0.036923	12	0.00039	202080.859775	2262.705556
2364	FHL3	3.77414827102207	12	0.001531	17.75	22272.67608	0.000117	0.136364	9	0.000223	45837.087054	2020.759524
2365	FHL5	4.76534388158734	1	0.000128	10	0	7e-06	0	0	3.5e-05	0	1574.119913
2366	FHOD1	4.10731147122623	6	0.000766	17.333333	6721.650451	0.000103	0.066667	1	0.000121	16007.089386	1845.425
2367	FIP1L1	3.91833609799668	24	0.003063	27.708333	2728.568648	0.003471	0.206522	57	0.000195	5831.192946	1963.161905
2368	FIS1	7.69707796350644	2	0.000255	1.5	7537	0	0	0	0.000137	15074	955.159149
2369	FKBP10	4.95061885925737	2	0.000255	10.5	1331.44425	4.2e-05	0	0	6.7e-05	3769.419708	1514.136977
2370	FKBP1A	4.34043639147633	4	0.00051	9.75	2195.827464	2.6e-05	0	0	8.3e-05	5238.284063	1734.672619
2371	FKBP1B	5.53668495597805	1	0.000128	3	0	0	0	0	5e-05	0	1340.766739
2372	FKBP2	4.39160393007528	3	0.000383	21.333333	2927.858401	1.2e-05	0	0	7.9e-05	6997.601151	1718.746068
2373	FKBP3	4.10539747352303	3	0.000383	33	601.645766	7.2e-05	0	0	6e-05	1376.886165	1851.409524
2374	FKBP4	3.64450682659181	10	0.001276	32.7	24685.265839	0.000394	0	0	0.000185	50150.042371	2102.630556
2375	FKBP5	3.7668750797499	3	0.000383	85.666667	1390.083795	0.000332	0	0	5.8e-05	2454.781308	2031.341667
2376	FKBP8	3.77580706903152	3	0.000383	70.666667	2200.455789	0.000629	0	0	5.8e-05	4227.769623	2021.215476
2377	FLAD1	5.3348219982136	1	0.000128	4	0	1e-06	0	0	4.2e-05	0	1394.981421
2378	FLCN	5.23401811917826	1	0.000128	2	0	4e-06	0	0	5.1e-05	0	1421.57904
2379	FLG	4.0714559142529	1	0.000128	79	0	7.8e-05	0	0	3e-05	0	1860.947619
2380	FLI1	3.85019777976266	6	0.000766	27.833333	5252.675701	0.000119	0.066667	1	0.000105	11684.188845	1981.372222
2381	FLII	3.58032410361108	8	0.001021	49.75	23300.135367	0.001169	0.071429	2	0.000167	47901.021298	2141.159127
2382	FLNA	3.12976904427715	50	0.006381	36.12	444064.152963	0.004115	0.021224	26	8e-04	831187.861913	2495.46746
2383	FLNB	4.16332780400664	3	0.000383	25.666667	805.149301	8.3e-05	0	0	6.7e-05	2523.254943	1817.605988
2384	FLNC	3.76164348602782	9	0.001149	31.888889	47166.719282	0.000183	0.027778	1	0.000194	96152.166765	2036.144841
2385	FLOT1	3.86563736123517	7	0.000893	28.714286	12590.834838	9.4e-05	0.047619	1	0.000147	26434.623464	1972.482937
2386	FLOT2	4.02781676661988	2	0.000255	70.5	0	4.9e-05	1	1	4.9e-05	0	1884.83456
2387	FLT1	3.4134235038918	21	0.00268	48.571429	67761.341436	0.001648	0.166667	35	0.000338	130573.612379	2267.64127
2388	FLT3	4.24346050784739	5	0.000638	25	5204.000563	4.1e-05	0	0	9.5e-05	9422.990854	1785.883369
2389	FLT3LG	5.10526987367615	2	0.000255	4	4.461933	1e-06	0	0	5.9e-05	15.972222	1463.67583
2390	FLT4	3.6246012504785	8	0.001021	57.75	11117.2074	0.001205	0.321429	9	0.000139	21394.508753	2117.574603
2391	FLYWCH1	4.46191144570627	1	0.000128	48	0	1.3e-05	0	0	3.4e-05	0	1692.846465
2392	FMNL1	4.2079877504147	3	0.000383	31.666667	393.223127	3.4e-05	0.333333	1	6.1e-05	801.806765	1796.273846
2393	FMOD	4.70422355493173	3	0.000383	14	10.138517	5e-06	0.666667	2	6.5e-05	24.723117	1595.35956
2394	FMR1	4.02858236570116	3	0.000383	29.333333	300.131232	0.000137	0	0	5.8e-05	683.673997	1882.120238
2395	FN1	3.48258262090086	36	0.004594	18.888889	235028.038185	0.001102	0.033333	21	0.000673	462300.232112	2227.255556
2396	FNBP1	4.07719790736251	5	0.000638	19.6	440.09932	0.000248	0.1	1	8.1e-05	1063.543776	1858.496465
2397	FNBP1L	4.13895623325252	5	0.000638	13.6	2528.185953	8.6e-05	0	0	9e-05	6100.364236	1830.713095
2398	FNBP4	3.93862447365063	3	0.000383	52.333333	1291.922799	9.4e-05	0	0	5.8e-05	2816.205796	1931.140512
2399	FNDC11	4.8165114201863	1	0.000128	13	0	4e-06	0	0	3.5e-05	0	1551.452814
2400	FNDC5	5.05295393645528	1	0.000128	4	0	2e-06	0	0	3.6e-05	0	1476.440152
2401	FNIP1	4.27229807324231	2	0.000255	18	7537	0.000184	0	0	7.5e-05	15074	1765.345671
2402	FNTB	4.45361745565905	3	0.000383	12.333333	3487.629933	2e-05	0	0	7e-05	7314.753933	1690.952778
2403	FOS	3.47735102717877	33	0.004211	25.363636	61791.326074	0.000529	0.081439	43	0.000468	122053.444184	2234.586508
2404	FOSB	4.23044532346561	6	0.000766	17	46.483296	3.7e-05	0.733333	11	9.8e-05	142.282103	1792.273846
2405	FOSL1	4.16064820722215	11	0.001404	13.181818	2173.904096	9.4e-05	0.272727	15	0.00017	5506.997901	1828.627381
2406	FOSL2	4.14801582238101	7	0.000893	18.571429	2116.680416	4.9e-05	0.380952	8	0.000112	4332.684302	1832.799242
2407	FOXA1	4.14967462039046	2	0.000255	22.5	6239.778292	2.9e-05	0	0	6.3e-05	12192.681015	1817.238095
2408	FOXA2	4.69465356641572	2	0.000255	12	1387.023119	2e-05	0	0	6.5e-05	3374.577974	1599.883405
2409	FOXF2	3.97690442771469	1	0.000128	130	0	9.4e-05	0	0	3.3e-05	0	1911.89881
2410	FOXG1	4.0116115860661	4	0.00051	37.75	1614.458434	6.7e-05	0	0	7.4e-05	3576.617405	1899.773413
2411	FOXH1	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
2412	FOXK1	4.44889626132449	3	0.000383	15	198.483119	1.3e-05	0.333333	1	6.6e-05	647.729928	1699.707973
2413	FOXK2	4.59703968355238	2	0.000255	16	0	8e-06	1	1	5.1e-05	0	1639.441703
2414	FOXL1	4.69911956105653	1	0.000128	26	0	6e-06	0	0	3.7e-05	0	1598.372222
2415	FOXM1	3.91973969631236	4	0.00051	76.5	183.35975	0.000477	0.5	3	6e-05	367.099847	1953.85
2416	FOXN3	5.35051677937986	1	0.000128	11	0	2e-06	0	0	3.4e-05	0	1395.291342
2417	FOXO1	3.43753987495215	13	0.001659	52.307692	33055.371125	0.000554	0.166667	13	0.000218	63938.542708	2241.762698
2418	FOXO3	3.49049381140743	11	0.001404	56.454545	15029.887836	0.000668	0.163636	9	0.000164	27899.11106	2204.150794
2419	FOXO4	3.82403981115223	5	0.000638	37.6	2409.556491	0.000199	0	0	9e-05	5329.522751	1994.896429
2420	FOXP1	4.54485134617838	1	0.000128	20	0	1.1e-05	0	0	3.2e-05	0	1656.983766
2421	FOXS1	4.71187954574455	1	0.000128	19	0	1.2e-05	0	0	3.9e-05	0	1592.790909
2422	FPR1	4.66275360469567	1	0.000128	54	0	6e-06	0	0	3.1e-05	0	1616.181782
2423	FPR2	5.86908255710093	1	0.000128	3	0	0	0	0	5.2e-05	0	1262.675902
2424	FRA10AC1	4.85747097103483	4	0.00051	4.75	7826.99779	4e-06	0	0	0.000112	16032.601129	1537.340548
2425	FRAT2	4.26247288503254	1	0.000128	42	0	0.000101	0	0	3.1e-05	0	1768.828571
2426	FRMD6	4.086257496491	2	0.000255	52	94.995658	7.3e-05	0	0	4.9e-05	310.299459	1854.809524
2427	FRS2	3.64437922674493	6	0.000766	68.833333	7121.64276	0.001223	0.2	3	0.000102	14236.846797	2103.103175
2428	FRS3	4.95904044915146	1	0.000128	13	0	6e-06	0	0	3.2e-05	0	1503.97785
2429	FRYL	4.09276508868189	2	0.000255	53.5	181.630824	7.4e-05	0	0	4.7e-05	424.205226	1851.959524
2430	FSCN1	3.50414699502361	13	0.001659	40.230769	21511.091021	0.001853	0.025641	2	0.000188	44533.545299	2194.46746
2431	FSD1	4.43830547403343	1	0.000128	9	0	3.6e-05	0	0	3.3e-05	0	1694.569841
2432	FSHB	5.60826847007784	1	0.000128	3	0	0	0	0	4.8e-05	0	1323.51241
2433	FSHR	4.64654842414189	3	0.000383	6.333333	8258.487452	7e-06	0	0	9.9e-05	17193.124539	1615.662734
2434	FST	5.28467525838969	2	0.000255	4	838.527572	2e-06	0	0	8e-05	2280.142683	1411.775469
2435	FSTL3	4.03827995406406	3	0.000383	30	10704.590576	0.00016	0	0	7.1e-05	21910.94994	1879.472619
2436	FTH1	3.95904044915146	7	0.000893	16.857143	6886.942332	7.8e-05	0.047619	1	0.000122	16257.958247	1922.060317
2437	FTSJ1	3.66824039811152	21	0.00268	30.571429	12653.590333	0.004369	0.090476	19	0.000234	26616.66539	2105.590476
2438	FTSJ3	5.4855174173791	1	0.000128	8	0	1e-06	0	0	3.6e-05	0	1360.137771
2439	FUBP1	3.9594232486921	5	0.000638	27.8	4123.325401	0.000121	0	0	8.8e-05	8972.906248	1921.493651
2440	FUNDC2	4.41176470588235	3	0.000383	19	2487.504939	1.1e-05	0	0	6.7e-05	5456.668023	1713.602778
2441	FURIN	3.88286334056399	9	0.001149	13.888889	43337.226133	0.000158	0	0	0.00022	85856.487141	1956.918651
2442	FUS	3.59959168048998	10	0.001276	47.9	6660.552973	0.001303	0.022222	1	0.00013	13452.438709	2137.901984
2443	FUT4	4.57509250988899	3	0.000383	12	779.328888	4e-06	0	0	7.4e-05	1987.537242	1646.308369
2444	FXN	4.81753221896134	4	0.00051	5.5	15372.960903	2e-06	0	0	0.000134	31007.006837	1556.464286
2445	FXR1	4.00114839862192	5	0.000638	30.8	4306.24463	0.000315	0	0	9.2e-05	9485.92255	1901.403571
2446	FXR2	4.51984177618987	4	0.00051	8.5	9453.477049	1.7e-05	0	0	0.00011	21388.374419	1668.044877
2447	FXYD1	4.68623197652163	2	0.000255	6.5	462.963145	9e-06	0	0	5.9e-05	1398.569641	1598.178175
2448	FXYD3	4.67130279443665	1	0.000128	6	0	2.1e-05	0	0	3.5e-05	0	1601.790909
2449	FXYD6	4.39632512440985	5	0.000638	8.4	8535.233197	4.3e-05	0	0	0.000113	17801.565609	1712.818651
2450	FYB1	3.82620900854919	10	0.001276	31	4016.180834	0.000203	0.177778	8	0.00016	9212.411899	1999.850036
2451	FYN	3.08255710093148	134	0.017101	20.104478	636733.351699	0.002429	0.030636	273	0.001916	1217159.285414	2566.773016
2452	FYTTD1	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
2453	FZD1	3.94155927012888	16	0.002042	12.8125	30915.975098	0.00014	0.05	6	0.000281	59925.265212	1929.415476
2454	FZD10	4.64756922291693	8	0.001021	6.75	1261.785022	5e-06	0	0	0.000147	3268.862084	1615.35956
2455	FZD2	4.24562970524435	12	0.001531	10.583333	10123.264261	2e-05	0.045455	3	0.000214	21143.979744	1780.031349
2456	FZD3	4.5975500829399	3	0.000383	9	649.43809	1.1e-05	0	0	7.5e-05	2055.658371	1635.12031
2457	FZD4	4.35408957509251	3	0.000383	12.666667	1762.14653	3.6e-05	0	0	6.9e-05	4641.933488	1728.957179
2458	FZD5	4.18208498149802	10	0.001276	10.4	12129.031209	0.000107	0.088889	4	0.000184	26304.417387	1810.35
2459	FZD6	4.5975500829399	3	0.000383	8.666667	7606.419642	1.1e-05	0	0	9e-05	15228.121212	1635.12031
2460	FZD7	4.19395176725788	10	0.001276	12.4	10773.801192	2.4e-05	0	0	0.00018	20756.045215	1803.028968
2461	FZD8	4.70817915018502	8	0.001021	6.25	3949.393223	4e-06	0	0	0.000162	12434.793377	1595.376227
2462	FZD9	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
2463	FZR1	3.58325890008932	19	0.002425	26.631579	37286.423516	0.000751	0.070175	12	0.000282	76245.546324	2146.403175
2464	G3BP1	4.15847900982519	2	0.000255	38	132.036788	0.000235	0	0	4.8e-05	320.641668	1819.524603
2465	G3BP2	3.67474799030241	4	0.00051	74.5	3022.549044	0.001123	0	0	7e-05	6159.150222	2080.254365
2466	G6PC	4.3992599208881	1	0.000128	13	0	1.1e-05	0	0	3.3e-05	0	1708.040909
2467	G6PD	5.01722597932882	1	0.000128	3	0	4e-06	0	0	4.4e-05	0	1485.926227
2468	GAB1	3.46484624218451	16	0.002042	49.5	15356.490662	0.001484	0.15	18	0.000231	28104.117522	2226.205556
2469	GAB2	3.56080132703841	20	0.002552	44.1	17859.131362	0.000668	0.231579	44	0.000285	34689.205884	2168.926587
2470	GAB3	3.73255072093913	5	0.000638	79	1699.7891	0.000206	0.4	4	8.4e-05	3595.891837	2053.187698
2471	GABARAP	4.16383820339416	9	0.001149	8.555556	14309.467365	7.9e-05	0.027778	1	0.000179	30931.501027	1816.864286
2472	GABARAPL1	4.55544213346944	2	0.000255	16.5	225.233179	1.2e-05	0	0	5.2e-05	564.511903	1652.578247
2473	GABARAPL2	3.70116115860661	25	0.00319	13.16	50070.791603	0.000358	0.016667	5	0.000396	105111.492358	2071.946429
2474	GABBR1	3.65050401939518	6	0.000766	75.5	18739.229222	0.000285	0.133333	2	0.000124	36556.596834	2104.081746
2475	GABBR2	5.67985198417762	1	0.000128	5	0	0	0	0	3.6e-05	0	1313.179473
2476	GABPA	3.84215898940921	4	0.00051	55	284.385769	0.000171	0.333333	2	6.9e-05	489.711729	1989.341667
2477	GABPB1	4.26387648334822	6	0.000766	12	10076.417174	2.8e-05	0	0	0.000129	23435.483085	1773.292496
2478	GABRA1	4.18553017736379	2	0.000255	27.5	854.291499	2.3e-05	0	0	5.2e-05	2172.897215	1804.090873
2479	GABRA2	6.85070817915019	1	0.000128	3	0	0	0	0	6.3e-05	0	1076.132634
2480	GABRA3	4.92765088681894	5	0.000638	4.4	45203	3e-06	0.1	1	0.000221	90406	1520.530628
2481	GABRA5	6.85083577899707	1	0.000128	2	0	0	0	0	6.8e-05	0	1075.965967
2482	GABRB1	4.21704733954319	2	0.000255	18.5	72.682753	6.5e-05	0	0	4.3e-05	176.027324	1791.047655
2483	GABRB2	4.37169835396198	3	0.000383	13.333333	1087.767108	2.8e-05	0	0	6.2e-05	2612.053002	1726.125433
2484	GABRB3	5.88911573306112	2	0.000255	3	7537	0	0	0	0.000115	15074	1259.395346
2485	GABRG1	5.1255582493301	1	0.000128	9	0	2e-06	0	0	3.6e-05	0	1453.146934
2486	GABRG2	5.88898813321424	3	0.000383	2.666667	7537	0	0.333333	1	0.000154	15074	1259.895346
2487	GABRG3	5.88937093275488	1	0.000128	5	0	0	0	0	5.7e-05	0	1258.72868
2488	GABRQ	5.88911573306112	2	0.000255	4	0	0	1	1	0.000101	0	1259.395346
2489	GABRR1	4.38484113819063	2	0.000255	11	80.081905	4.2e-05	0	0	4.7e-05	213.835115	1714.95956
2490	GABRR2	4.35345157585811	1	0.000128	48	0	1.7e-05	0	0	3.3e-05	0	1729.771465
2491	GAD1	3.97664922802093	2	0.000255	65.5	7537	9.4e-05	0	0	7.8e-05	15074	1912.565476
2492	GAD2	5.00740079111905	3	0.000383	5.666667	7844.432194	4e-06	0	0	0.000112	16181.536064	1494.744913
2493	GADD45A	3.63544723746331	14	0.001787	35.5	10098.121671	0.000614	0.186813	17	0.000189	19466.65405	2117.040079
2494	GADD45B	3.72974352430777	6	0.000766	45.333333	1037.575672	0.000367	0.533333	8	8.9e-05	2086.156405	2050.96627
2495	GADD45G	3.50695419165497	20	0.002552	33.5	32560.413573	0.003099	0.1	19	0.000271	65427.023724	2202.500794
2496	GADD45GIP1	4.0991450810259	27	0.003446	40.296296	18474.635371	0.000533	0.509972	179	0.000145	38992.37364	1867.95119
2497	GAK	3.45055505933393	31	0.003956	33	43855.049053	0.00454	0.251613	117	0.000378	83494.445085	2245.543651
2498	GALNT1	4.63506443792267	1	0.000128	14	0	6e-06	0	0	3.8e-05	0	1620.528608
2499	GALNT10	4.63506443792267	1	0.000128	14	0	6e-06	0	0	3.8e-05	0	1620.528608
2500	GALNT12	4.63480923822891	2	0.000255	7.5	7537	6e-06	0	0	8.6e-05	15074	1621.195274
2501	GALNT15	4.63506443792267	1	0.000128	14	0	6e-06	0	0	3.8e-05	0	1620.528608
2502	GALNT2	4.63506443792267	1	0.000128	14	0	6e-06	0	0	3.8e-05	0	1620.528608
2503	GALNT6	4.4443026668368	1	0.000128	36	0	2.1e-05	0	0	3.5e-05	0	1695.841703
2504	GALR1	4.51728977925227	8	0.001021	64.375	42.339725	3.7e-05	0.5	14	9.9e-05	78.035465	1685.207143
2505	GALR2	4.40461911445706	8	0.001021	64.25	493.755614	3e-05	0.285714	8	0.000105	827.212525	1733.785714
2506	GALR3	4.44698226362128	14	0.001787	60.857143	335.599694	6.2e-05	0.395604	36	0.000161	542.983125	1719.4
2507	GALT	4.95342605588873	2	0.000255	10.5	203.207134	6e-06	0	0	6.3e-05	545.104489	1510.632215
2508	GAN	4.74352430777083	1	0.000128	32	0	8e-06	0	0	3.7e-05	0	1586.403211
2509	GANAB	4.33061120326656	3	0.000383	12.666667	1286.340196	0.000174	0	0	6.3e-05	3140.173463	1740.348052
2510	GAP43	3.94602526476968	3	0.000383	38.333333	606.273468	7.6e-05	0	0	5.9e-05	1059.179664	1921.89127
2511	GAPVD1	4.6497384203139	2	0.000255	13.5	21.618063	3.1e-05	0	0	4.5e-05	73.045551	1614.734957
2512	GAR1	4.76215388541534	3	0.000383	3.333333	40.372008	2e-05	0.666667	2	8.5e-05	116.969632	1570.740873
2513	GARS	3.97065203521756	2	0.000255	82	42.776237	0.000273	0	0	4.5e-05	84.318528	1919.1
2514	GART	4.01977797626643	4	0.00051	24.75	293.891097	0.000635	0	0	6.8e-05	799.261639	1889.92381
2515	GAS1	0.00191399770320276	1	0.000128	3	0	0	0	0	7.3e-05	0	2.916667
2516	GAS2	5.20122495853005	1	0.000128	5	0	0	0	0	4e-05	0	1430.153247
2517	GAS6	4.68559397728723	1	0.000128	5	0	4e-06	0	0	3.7e-05	0	1600.041306
2518	GATA1	3.97779762664285	7	0.000893	21.857143	1761.463291	0.000128	0.380952	8	0.000103	3886.263708	1910.310714
2519	GATA2	4.21883373739951	5	0.000638	15.8	1518.46088	3.6e-05	0	0	9.5e-05	4139.148615	1797.777381
2520	GATA3	4.21819573816511	7	0.000893	10.571429	6071.407752	2.6e-05	0.047619	1	0.000132	12328.057816	1797.428571
2521	GATA4	4.49521500574199	4	0.00051	6.25	618.470565	9e-06	0	0	9.2e-05	1757.570777	1672.526227
2522	GATA6	4.40704351154779	5	0.000638	8.4	8885.774193	1e-05	0	0	0.000122	18399.636822	1712.501587
2523	GATAD2A	4.28352685976777	2	0.000255	31	384.906951	3.4e-05	0	0	4.9e-05	1086.156526	1767.34881
2524	GATAD2B	4.00625239249713	3	0.000383	43.666667	0	0.000105	1	3	5.7e-05	0	1899.839286
2525	GATD1	4.96095444685466	1	0.000128	14	0	2e-06	0	0	3.6e-05	0	1503.721861
2526	GBF1	3.87240015311982	9	0.001149	34.222222	12912.608625	0.00013	0.25	9	0.000127	25556.321056	1974.911905
2527	GBP2	4.42299349240781	4	0.00051	13.25	390.14365	5.9e-05	0.166667	1	8.2e-05	921.73421	1707.875
2528	GBP3	4.64884522138573	1	0.000128	8	0	1.8e-05	0	0	3.4e-05	0	1609.825397
2529	GC	4.37756794691846	5	0.000638	9.8	2787.729479	2e-05	0	0	0.000104	6957.286968	1722.043687
2530	GCA	4.7211943345668	4	0.00051	4.5	808.58149	9e-06	0	0	0.000101	2524.381819	1587.8421
2531	GCC1	4.13793543447748	7	0.000893	16.428571	11616.363458	3.4e-05	0	0	0.000133	26086.115759	1832.378571
2532	GCC2	4.96542044149547	2	0.000255	8.5	0	1e-05	1	1	5.3e-05	0	1508.72785
2533	GCFC2	3.80081663902003	7	0.000893	44.571429	3126.529323	0.000586	0.285714	6	8.6e-05	7411.630329	2010.84246
2534	GCH1	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
2535	GCHFR	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
2536	GCK	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
2537	GCKR	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
2538	GCLC	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
2539	GCLM	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
2540	GCM1	4.51563098124282	2	0.000255	18.5	27.341897	1.1e-05	0	0	4.5e-05	50.621714	1669.410354
2541	GCN1	3.70805155033814	9	0.001149	33.333333	23758.80344	0.000555	0	0	0.000146	50522.671578	2064.503571
2542	GCNT1	4.39428352685977	1	0.000128	39	0	3.1e-05	0	0	3.3e-05	0	1710.275397
2543	GDA	4.68100038279954	1	0.000128	16	0	3e-06	0	0	3.4e-05	0	1601.021068
2544	GDE1	4.91361490366212	1	0.000128	7	0	3e-06	0	0	3.4e-05	0	1520.925036
2545	GDF5	4.58389689932372	2	0.000255	18	389.315229	1.1e-05	0	0	5.5e-05	993.224255	1641.945635
2546	GDF6	4.21143294628046	2	0.000255	45	0	2.9e-05	1	1	5.1e-05	0	1798.807937
2547	GDF9	4.07936710475947	11	0.001404	11.090909	8357.445216	0.000141	0	0	0.000181	18731.346298	1862.20873
2548	GDI1	3.99285440857471	7	0.000893	24.142857	13188.212056	4.4e-05	0	0	0.000134	29325.562272	1904.463528
2549	GDI2	3.78537705754753	12	0.001531	24.666667	21364.344057	0.000579	0.045455	3	0.000206	43725.505228	2022.6
2550	GDNF	4.28263366083961	4	0.00051	10.5	10148.663042	2e-05	0	0	0.000102	20722.039768	1763.102381
2551	GDPD2	4.70971034834758	1	0.000128	15	0	2.2e-05	0	0	3.4e-05	0	1594.065945
2552	GEM	4.76036748755901	2	0.000255	7.5	198.648485	4e-06	0	0	6.1e-05	653.981429	1571.630195
2553	GEMIN2	3.89026413168304	7	0.000893	44.142857	2133.263236	0.000872	0.142857	3	8.6e-05	4644.49243	1963.071429
2554	GEMIN4	3.99757560290928	9	0.001149	14.666667	9403.972852	0.00024	0.055556	2	0.000143	21615.299296	1902.836147
2555	GEMIN5	4.06724511930586	10	0.001276	40.5	1532.99019	0.002453	0.333333	15	0.000104	3998.145969	1875.808333
2556	GEMIN6	4.18846497384203	10	0.001276	32	7884.220302	0.001125	0.311111	14	0.000119	16187.720133	1816.102417
2557	GEMIN7	4.32767640678831	3	0.000383	39.666667	0.043478	0.000412	0.666667	2	4.2e-05	0.086957	1750.095671
2558	GEMIN8	5.15018501977798	1	0.000128	10	0	2.2e-05	0	0	2.9e-05	0	1450.748882
2559	GET4	4.15363021564374	4	0.00051	31.5	2327.585759	0.000235	0	0	8.7e-05	5565.837895	1830.480952
2560	GFAP	4.14201862957764	3	0.000383	28	1158.895852	7.7e-05	0.333333	1	7e-05	2658.95468	1826.01627
